word,count
濃厚,353
しっとり,105
サクサク,10
ずっしり,9
しっかり,5
カリカリ,3
分離,3
カリッ,3
ぎっしり,3
さっくり,2
こってり,2
サクッ,2
こく,1
ふわふわ,1
ふっくら,1
ふんわり,1
どっしり,1
ねっとり,1
ギッシリ,1
柔らかい,1
ぼろぼろ,1
モッチリ,1
まったり,1
まろやか,1
