word,count
さくさく,134
しっとり,19
ポリポリ,12
さっくり,6
ふんわり,5
濃厚,5
ザクザク,5
サクッ,4
しっかり,4
ほろほろ,3
クリーミー,2
ボリボリ,2
パサパサ,1
厚い,1
ふわふわ,1
ほっこり,1
重い,1
まろやか,1
薄い,1
柔らかい,1
ほろっ,1
口どけ,1
